Date,NEAR,FAR,VFAR
2022-05-30 20:06:55,AUG-22|2022-08-30 02:59:00|UNKNOWN,JUL-22|2022-07-28 02:59:00|UNKNOWN,JUN-22|2022-06-29 02:59:00|UNKNOWN
2022-07-11 20:06:54,AUG-22|2022-08-30 02:59:00|UNKNOWN,JUL-22|2022-07-28 02:59:00|UNKNOWN,SEP-22|2022-09-29 02:59:00|UNKNOWN
2022-07-28 20:06:56,AUG-22|2022-08-30 02:59:00|UNKNOWN,OCT-22|2022-10-28 02:59:00|UNKNOWN,SEP-22|2022-09-29 02:59:00|UNKNOWN
2022-08-30 20:06:56,NOV-22|2022-11-29 03:59:00|UNKNOWN,OCT-22|2022-10-28 02:59:00|UNKNOWN,SEP-22|2022-09-29 02:59:00|UNKNOWN
2022-09-29 20:06:54,NOV-22|2022-11-29 03:59:00|UNKNOWN,OCT-22|2022-10-28 02:59:00|UNKNOWN,DEC-22|2022-12-29 03:59:00|UNKNOWN
2022-10-28 20:06:53,NOV-22|2022-11-29 03:59:00|UNKNOWN,JAN-23|2023-01-30 03:59:00|UNKNOWN,DEC-22|2022-12-29 03:59:00|UNKNOWN
2022-11-29 20:06:55,FEB-23|2023-02-27 03:59:00|UNKNOWN,JAN-23|2023-01-30 03:59:00|UNKNOWN,DEC-22|2022-12-29 03:59:00|UNKNOWN
2022-12-29 20:06:56,FEB-23|2023-02-27 03:59:00|UNKNOWN,JAN-23|2023-01-30 03:59:00|UNKNOWN,MAR-23|2023-03-30 02:59:00|UNKNOWN
2023-01-30 20:06:54,FEB-23|2023-02-27 03:59:00|UNKNOWN,APR-23|2023-04-27 02:59:00|UNKNOWN,MAR-23|2023-03-30 02:59:00|UNKNOWN
2023-02-09 19:13:05,FEB-23|2023-02-27 03:59:00|TRADEABLE,APR-23|2023-04-27 02:59:00|OFFLINE,MAR-23|2023-03-30 02:59:00|OFFLINE
2023-02-23 11:16:53,FEB-23|2023-02-27 03:59:00|TRADEABLE,APR-23|2023-04-27 02:59:00|OFFLINE,MAR-23|2023-03-30 02:59:00|TRADEABLE
2023-02-27 12:08:48,MAY-23|2023-05-30 02:59:00|OFFLINE,APR-23|2023-04-27 02:59:00|OFFLINE,MAR-23|2023-03-30 02:59:00|TRADEABLE
2023-03-28 18:00:26,MAY-23|2023-05-30 02:59:00|OFFLINE,APR-23|2023-04-27 02:59:00|TRADEABLE,MAR-23|2023-03-30 02:59:00|TRADEABLE
2023-03-31 11:17:29,MAY-23|2023-05-30 02:59:00|OFFLINE,APR-23|2023-04-27 02:59:00|TRADEABLE,JUN-23|2023-06-29 02:59:00|OFFLINE
2023-04-26 11:16:56,MAY-23|2023-05-30 02:59:00|TRADEABLE,APR-23|2023-04-27 02:59:00|TRADEABLE,JUN-23|2023-06-29 02:59:00|OFFLINE
2023-04-28 11:16:55,MAY-23|2023-05-30 02:59:00|TRADEABLE,JUL-23|2023-07-28 02:59:00|OFFLINE,JUN-23|2023-06-29 02:59:00|OFFLINE
2023-05-30 11:16:55,MAY-23|2023-05-30 02:59:00|TRADEABLE,JUL-23|2023-07-28 02:59:00|OFFLINE,JUN-23|2023-06-29 02:59:00|TRADEABLE
2023-05-31 11:19:06,AUG-23|2023-08-30 02:59:00|OFFLINE,JUL-23|2023-07-28 02:59:00|OFFLINE,JUN-23|2023-06-29 02:59:00|TRADEABLE
2023-06-28 11:16:50,AUG-23|2023-08-30 02:59:00|OFFLINE,JUL-23|2023-07-28 02:59:00|TRADEABLE,JUN-23|2023-06-29 02:59:00|TRADEABLE
2023-06-30 11:17:29,AUG-23|2023-08-30 02:59:00|OFFLINE,JUL-23|2023-07-28 02:59:00|TRADEABLE,SEP-23|2023-09-28 02:59:00|OFFLINE
2023-07-03 11:16:56,AUG-23|2023-08-30 02:59:00|OFFLINE,JUL-23|2023-07-28 02:59:00|EDITS_ONLY,SEP-23|2023-09-28 02:59:00|OFFLINE
2023-07-04 11:16:50,AUG-23|2023-08-30 02:59:00|OFFLINE,JUL-23|2023-07-28 02:59:00|TRADEABLE,SEP-23|2023-09-28 02:59:00|OFFLINE
2023-07-27 11:16:55,AUG-23|2023-08-30 02:59:00|TRADEABLE,JUL-23|2023-07-28 02:59:00|TRADEABLE,SEP-23|2023-09-28 02:59:00|OFFLINE
2023-07-31 11:16:50,AUG-23|2023-08-30 02:59:00|TRADEABLE,OCT-23|2023-10-30 03:59:00|OFFLINE,SEP-23|2023-09-28 02:59:00|OFFLINE
2023-08-29 11:16:56,AUG-23|2023-08-30 02:59:00|TRADEABLE,OCT-23|2023-10-30 03:59:00|OFFLINE,SEP-23|2023-09-28 02:59:00|TRADEABLE
2023-08-30 11:16:55,NOV-23|2023-11-29 03:59:00|OFFLINE,OCT-23|2023-10-30 03:59:00|OFFLINE,SEP-23|2023-09-28 02:59:00|TRADEABLE
2023-09-26 11:16:56,NOV-23|2023-11-29 03:59:00|OFFLINE,OCT-23|2023-10-30 03:59:00|TRADEABLE,SEP-23|2023-09-28 02:59:00|TRADEABLE
2023-09-28 11:16:57,NOV-23|2023-11-29 03:59:00|OFFLINE,OCT-23|2023-10-30 03:59:00|TRADEABLE,DEC-23|2023-12-28 03:59:00|OFFLINE
