Date,MAR,JUN,SEP,DEC
2024-05-29 05:31:22,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-05-30 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-05-31 05:31:25,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-06-01 05:30:21,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|EDITS_ONLY,SEP-24|2024-09-13 19:00:00|EDITS_ONLY,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-06-04 05:30:16,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-06-05 05:31:16,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-06-06 05:30:17,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-06-07 05:31:20,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-06-08 05:30:11,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|EDITS_ONLY,SEP-24|2024-09-13 19:00:00|EDITS_ONLY,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-06-11 05:30:15,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-06-12 05:30:16,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-06-13 05:31:22,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-06-14 05:31:23,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-24|2024-06-14 19:00:00|TRADEABLE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|OFFLINE
2024-06-15 05:30:12,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2024-06-14 19:00:00|EDITS_ONLY,SEP-24|2024-09-13 19:00:00|EDITS_ONLY,DEC-24|2024-12-13 20:00:00|EDITS_ONLY
2024-06-18 05:30:17,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-06-19 05:30:15,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-06-20 05:31:21,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-06-21 05:31:27,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-06-22 05:30:12,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|EDITS_ONLY,DEC-24|2024-12-13 20:00:00|EDITS_ONLY
2024-06-25 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-06-26 05:31:18,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-06-27 05:30:14,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-06-28 05:30:12,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-06-29 05:30:14,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|EDITS_ONLY,DEC-24|2024-12-13 20:00:00|EDITS_ONLY
2024-07-02 05:31:18,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-03 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-04 05:30:11,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-05 05:30:10,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-06 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|EDITS_ONLY,DEC-24|2024-12-13 20:00:00|EDITS_ONLY
2024-07-09 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-10 05:31:18,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-11 05:30:14,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-12 05:30:11,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-16 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-17 05:31:22,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-18 05:30:14,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-19 05:30:14,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-20 05:30:15,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|EDITS_ONLY,DEC-24|2024-12-13 20:00:00|EDITS_ONLY
2024-07-23 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-24 05:30:14,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-25 05:30:12,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-26 05:30:14,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-27 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|EDITS_ONLY,DEC-24|2024-12-13 20:00:00|EDITS_ONLY
2024-07-30 05:31:18,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-07-31 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-08-01 05:30:12,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-08-02 05:30:11,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-08-03 05:30:12,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|EDITS_ONLY,DEC-24|2024-12-13 20:00:00|EDITS_ONLY
2024-08-06 05:30:12,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-08-07 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-08-08 05:31:25,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-08-09 05:30:13,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|TRADEABLE,DEC-24|2024-12-13 20:00:00|TRADEABLE
2024-08-10 05:30:12,MAR-25|2025-03-14 20:00:00|OFFLINE,JUN-25|2025-06-13 19:00:00|OFFLINE,SEP-24|2024-09-13 19:00:00|EDITS_ONLY,DEC-24|2024-12-13 20:00:00|EDITS_ONLY
